"PMID"	"DOI"	"Year"	"Journal"	"Title"	"HasAbstract"	"Abstract"
"41473703"	"10.3389/fpubh.2025.1703929"	"2025"	"Frontiers in public health"	"Patient safety culture assessment in five public hospitals of Sichuan Province: a cross-sectional study with HSOPSC 2.0."	"Yes"	"BACKGROUND: Patient safety is a core issue in the medical field, influenced by patient safety culture (PSC). Research on PSC in southwestern China remains insufficient. METHODS: This study is a cross-sectional survey. A convenience sample of healthcare workers from five hospitals in Sichuan Province was surveyed during January to March 2025. The Chinese version of the Hospital Survey on Patient Safety Culture 2.0 was used to assess participants' perceptions of PSC. SPSS 22.0 was used for data analysis, including descriptive statistics, Pearson correlation, -tests, and ANOVA. Thematic analysis addressed open-ended comments. RESULTS: This study collected 468 valid questionnaires. Among the participants, the majority were female (91.2%) and nurses (80.3%). The overall average positive response rate for PSC was 69.4%. Five dimensions were identified as strengths, with positive response rates ranging from 75.4 to 83.4%: ""Communication about error,"" ""organizational learning-continuous improvement,"" ""team work,"" ""support for patient safety,"" and ""handoffs and information exchange."" In contrast, four dimensions required improvement (positive response rates: 51.5-71.2%), including ""staffing and work pace,"" ""response to error,"" ""reporting patient safety events,"" and ""communication openness."" Notably, the positive response rate for ""reporting patient safety events"" was 53.1%, which was significantly lower than the 76.0% reported by AHRQ in 2024. Univariate analysis demonstrated statistically significant associations between safety culture scores and several variables, including working hours per week, work unit, adverse event reporting frequency, and self-reported overall patient safety ratings ( < 0.05). Qualitative analysis of open-ended comments identified seven primary themes, emphasizing the need for improvements in staffing levels, workload management, and administrative support. CONCLUSION: Our study reveals that the patient safety culture among healthcare professionals in Sichuan Province is at a moderate level, has not reached the expected standard. Notably, there exist significant gaps in critical domains, such as patient safety events reporting, when compared with developed regions, which underscores the imbalance in medical safety concepts across different regions. Future efforts should focus on establishing non-punitive reporting and learning mechanisms, optimize the allocation of human resources and clinical workflows, and ultimately foster a more robust and advanced PSC."
"41450481"	"10.3389/frhs.2025.1720494"	"2025"	"Frontiers in health services"	"Challenges and dynamics in reporting medical device incidents: a qualitative study."	"Yes"	"BACKGROUND: Adverse event reporting for medical devices is essential for post-market surveillance and public health, preventing harm like patient injury, misdiagnosis, or death and is shaped by regulation that defines policies, enforcement, and responsibilities. Various factors-poor maintenance, manufacturing defects, user error, or clinical issues-can cause adverse events, complicating root cause identification, sometimes leading to ambiguous accountability and hindering prevention. OBJECTIVE: To examine perceptions, behaviors, and challenges in incident reporting among key stakeholders in the public and private sector in Israel, as a case study for a country where a Medical Devices Law is not yet effective. METHODS: A qualitative thematic analysis was conducted based on 31 in-depth interviews with stakeholders from the Ministry of Health, healthcare institutions (e.g., physicians, nurses, management), and medical device companies (e.g., CEOs, regulatory affairs managers). Interviews were transcribed and coded using inductive thematic analysis. RESULTS: Four key themes emerged. First, the complexity of causality in device-related events often shifted responsibility between device manufacturer and user, complicating root cause identification and accountability. Second, communication among stakeholders was often described as complex and unclear, sometimes influenced by conflicting interests. Third, reporting behavior was shaped by organizational culture, particularly management's attitude, which could foster or suppress engagement. Nurses were generally more active reporters than physicians. Fourth, a lack of feedback was a recurring concern, reducing motivation to report. CONCLUSION: Barriers to reporting include regulatory gaps, unclear procedures, communication challenges, and legal concerns. Still, many participants described positive inter-organizational collaboration. Stronger regulation and feedback mechanisms, clearer role definitions, particularly between physicians and nursing staff, and supportive managerial attitudes may foster a more responsive reporting culture. By incorporating diverse stakeholder perspectives, this study highlights lessons of broader relevance for improving medical device vigilance and patient safety worldwide."
"40688798"	"10.1016/j.dialog.2025.100227"	"2025"	"Dialogues in health"	"Assessment of pharmacovigilance knowledge and ADR reporting skills in undergraduate medical students using the OSPA model."	"Yes"	"BACKGROUND: Pharmacovigilance (PV) and adverse drug reaction (ADR) reporting are essential components of ensuring medication safety. However, many healthcare students have limited knowledge in these areas. This study evaluates the pharmacovigilance knowledge and ADR reporting skills among undergraduate medical and nursing students. METHODS: A cross-sectional study was conducted at the All India Institute of Medical Sciences (AIIMS), Deoghar, with 190 undergraduate healthcare students. Participants completed a validated structured questionnaire assessing their pharmacovigilance and ADR reporting knowledge. Data were analyzed using SPSS version 23.0, with descriptive statistics to present the results. RESULTS: The findings revealed that 35 % of students had limited knowledge of pharmacovigilance and ADR reporting, while 52 % demonstrated a moderate level of understanding. A majority were aware of the importance of pharmacovigilance and ADR reporting, although they faced challenges in completing ADR reports accurately. CONCLUSIONS: Although students exhibited a basic understanding of pharmacovigilance, significant gaps were found in their ability to effectively report ADRs. These findings underscore the need for enhanced pharmacovigilance education within healthcare curricula, ensuring students are adequately prepared to apply their knowledge in clinical settings."
"41184753"	"10.1186/s12879-025-11592-0"	"2025"	"BMC infectious diseases"	"Understanding causes of incomplete reports of adverse drug reactions associated with dolutegravir-based HIV treatment in uganda: a qualitative study."	"Yes"	"INTRODUCTION: Although dolutegravir (DTG)-based HIV treatment has demonstrated superior efficacy, it has been associated with adverse drug reactions (ADRs). Robust pharmacovigilance systems that ensure that received ADRs reports are complete and accurate facilitate timely regulatory decision making. However, there is little research seeking to understand the contexts underpinning data capture of DTG- associated ADRs. We sought to understand barriers to achieving completeness of DTG-associated ADR reports in HIV clinics in Uganda. METHODS: We adopted a qualitative exploratory research design. Between August and October 2024, we conducted 36 in-depth interviews with HIV clinicians and eight focus groups with people with HIV or PWH (56 participants) in the HIV clinics of 12 purposively selected health facilities across Uganda. Data were analyzed by thematic approach. RESULTS: Our study unearthed patient-based barriers to achieving completeness of data in ADR reports which include the six-monthly appointment spacing intervals for PWH which impede recall of events surrounding ADRs, difficulty by PWH in eliciting details on DTG medication (such as brand and batch numbers), non-disclosure of concurrent use of herbal medicines and the fear by PWH of being switched away from DTG-based therapy which was perceived as superior. Health workforce barriers include a novel finding of 'professional agency' whereby HIV clinicians manage DTG-associated ADRs at an individual-level, fear of inviting scrutiny post-reporting impedes the supply of complete details on ADR reports such as on dosage as well as the low awareness among mid-cadres such as nurses of the importance of providing complete ADR reports in enabling regulatory action. Health system barriers include the reported shortage of in-puts for conducting laboratory investigations of suspected ADRs and limited incentives to reporters for providing complete information on ADR reports. CONCLUSION: Health workers perceived factors underpinning incomplete DTG-associated ADR reports in Uganda as stemming from patient-based factors (e.g. non-disclosure of concomitant use of herbal medicines), health workforce-drivers (e.g. 'professional agency' in responding to ADRs) and health system constraints (lack of incentives for reporting). The policy and programming implications for improving data quality in reporting DTG-associated ADRs in Uganda and countries with similar setting are discussed."
"40853444"	"10.1007/s40290-025-00580-z"	"2025"	"Pharmaceutical medicine"	"Awareness and Experience of Direct Healthcare Professional Communication and Risk Management Plan Educational Material among Healthcare Professionals in Finland."	"Yes"	"UNLABELLED: BACKGROUND AND OBJECTIVES: Additional risk minimization measures (aRMMs), such as direct healthcare professional communication (DHPC) and risk management plan (RMP) educational materials, are required for certain medicinal products to mitigate the risks associated with their use. This research aimed to assess healthcare professionals' (HCPs) awareness and experiences of DHPC and RMP educational materials, identify the safety information most valued by HCPs, and determine ways to improve the processes and content of DHPCs and RMP educational materials. METHODS: An open, anonymous online questionnaire was created and made available to HCPs through their respective professional associations. The Chi-squared test for independence was the primary statistical analysis method used. Content analysis of the open-ended answers was conducted by two independent coders. RESULTS: A sample size of 185 HCPs (32 physicians, 50 nurses, 26 MSc pharmacists, and 77 BSc pharmacists) was achieved. HCPs showed limited familiarity with aRMMs, with 45% unsure whether they had received DHPCs, 41% uncertain whether they had used RMP educational materials, and 42% unaware where to check whether a product had RMP educational material. Overall, MSc pharmacists demonstrated the highest awareness of RMP educational materials and DHPCs. In addition, 54% of HCPs felt they received insufficient safety information, and 57% desired further training in pharmacovigilance (PhV). CONCLUSIONS: This research reinforces and complements our previous findings on the need to enhance PhV awareness and expertise among HCPs, particularly in areas such as adverse drug reaction (ADR) reporting, additional monitoring, DHPCs, and RMP educational material. Future DHPCs and RMP educational materials should be made more distinguishable to effectively capture HCPs' attention."
"39948219"	"10.1111/jan.16812"	"2025"	"Journal of advanced nursing"	"Enhancing Adverse Event Reporting With Clinical Language Models: Inpatient Falls."	"Yes"	"AIMS: To develop a method for computationally detecting fall events using clinical language models to complement existing self-reporting mechanisms. DESIGN: Retrospective observational study. METHODS: Text data were collected from the unstructured nursing notes of three hospitals' electronic health records and the Korean national patient safety reports, totalling 34,480 records covering the period from January 2015 to December 2019. Note-level labelling was conducted by two researchers with 95% agreement. Preprocessing data anonymisation and English translation were followed by semantic validation. Five language models based on pretrained Bidirectional Encoder Representations from Transformers (BERT) and Generative Pretrained Transformer (GPT)-4 with prompt programming were explored. Model performance was assessed using F measurements. Error analysis was conducted for the GPT-4 results. RESULTS: Fine-tuned BERT models with the English data set outperformed GPT-4, with Bio+Clinical BERT achieving the highest F1 score of 0.98. Fine-tuned Korean BERT with the Korean data set also reached an F1 score of 0.98, while GPT-4 achieved a competitive F1 score of 0.94. GPT-4 with prompt programming showed much higher F1 scores than GPT-4 with a standardised prompt for the English data set (0.85 vs. 0.39) and the Korean data set (0.94 vs. 0.03). The error analysis identified that the common misclassification patterns included fall history and homonyms, causing false positives and implicit expressions and missing contextual information, causing false negatives. CONCLUSION: The clinical language model approach, if used alongside the existing self-reporting, promises to increase the chance of identifying the majority of factual falls without the need for additional chart reviews. IMPACT: Inpatient falls are often underreported, with up to 91% of incidents missed in self-reports. Using language models, we identified a significant portion of these unreported falls, improving the accuracy of adverse event tracking while reducing the self-reporting burden on nurses. PATIENT OR PUBLIC CONTRIBUTION: Not applicable."
"41169539"	"10.1080/20523211.2025.2575828"	"2025"	"Journal of pharmaceutical policy and practice"	"Promoting pharmacovigilance through educational strategies: impact of a national training intervention on the knowledge and practice of healthcare providers in Jordan."	"Yes"	"BACKGROUND: This study assessed how an educational intervention affected healthcare providers' knowledge and practice of pharmacovigilance (PV) principles, with an emphasis on enhancing the reporting ADRs. METHODS: In this cross-sectional study, a structured questionnaire was utilised. A pre- and post-educational intervention design was used to assess the influence of a PV workshop on ADRs reporting in Jordan. The PV educational workshop was a one-year interactive session that addressed core PV principles. RESULTS: A total of 250 healthcare providers participated in the study, including 14 general physicians (5.6%), 15 specialist physicians (6%), 93 pharmacists (37.2%), 51 clinical pharmacists (20.4%), 58 nurses (23.2%), 3 midwives (1.2%), and 16 others (6.4%). A positive trend in participants' familiarity with the PV term was shown, with 69.6% of respondents expressing improvement post-workshop. After the workshop, more than 70% of participants agreed that the reporting of ADRs increased. The utilisation of electronic forms for reporting ADRs was reported to be increased among 68.4% of participants. Regarding the improvement in the awareness of delayed ADRs, clinical pharmacists had higher knowledge scores (3.04) compared to general physicians (2.50; = 0.041). Clinical pharmacists had a higher practice score (3.92) regarding the frequency of filling up a suspected ADR form compared to nurses (3.53; = 0.042). When comparing the period before to after launching the workshop, the number of reported cases of ADRs increased from 546 to 1060, and the number of reported ADRs increased from 1216 to 1763. CONCLUSION: The educational intervention improved healthcare providers' knowledge and practices related to PV and ADR reporting. These findings highlight the importance of targeted training initiatives in strengthening PV systems and promoting a culture of safety within healthcare settings."
"41131514"	"10.1186/s12912-025-03973-2"	"2025"	"BMC nursing"	"Predictors of adverse event reporting intention among primary care nurses: a multi-center study in China."	"Yes"	"BACKGROUND: The reporting of adverse events (AEs) is essential for improving patient safety. However, there is limited evidence regarding the reporting intentions of nurses in primary healthcare institutions, particularly in resource-constrained settings. This study aimed to investigate the predictors of AE reporting intention among nurses in China’s primary care sector. METHODS: A multi-centre, cross-sectional survey was conducted from December 2023 to August 2024 with 607 nurses from 48 primary healthcare institutions in Chongqing, China. Validated instruments were used to assess AE reporting intention, reporting cognition, and perceived barriers to reporting. Data were analysed using descriptive statistics, non-parametric tests, Spearman correlation, and multiple linear regression. RESULTS: Nurses demonstrated a high overall intention to report AEs (mean = 13.44 ± 3.32, on a scale of 0–15). However, nurses reported a significantly higher intention to use informal reporting channels (e.g., reporting to a supervisor) than formal, written mechanisms. The final multiple linear regression model (Adjusted R² = 0.333, p < 0.001) identified reporting cognition as the strongest positive predictor of reporting intention (β = 0.522, p < 0.001). A cumbersome reporting process was a significant negative predictor (β = -0.107, p = 0.005), whereas a punitive culture was not a statistically significant predictor in the final model. CONCLUSION: In the context of China’s primary healthcare system, nurses’ intention to report adverse events is driven more by their cognitive ability to identify an event and the simplicity of the reporting process than by the fear of punishment. To enhance patient safety, institutional strategies should prioritise improving nurses’ cognitive skills for event recognition and streamlining reporting systems to reduce procedural burdens."
"41088086"	"10.1186/s12903-025-07020-z"	"2025"	"BMC oral health"	"Sharps injuries in a dental specialty hospital: retrospective analysis of occupational risks, 2020-2024."	"Yes"	"BACKGROUND: Occupational sharps injuries (OSI) remain a critical occupational health risk for healthcare workers, particularly in dental specialty settings where the use of fine instruments and frequent blood exposure heighten vulnerability. However, systematic data on high-risk populations, procedural factors, and pathogen distribution in dental specialty hospitals remain scarce. This study investigates the incidence, risk factors, and bloodborne infection profiles of sharps injuries in a tertiary dental hospital. METHODS: A retrospective analysis was conducted on 170 OSI cases reported between January 2020 and December 2024 at a tertiary dental hospital in China. Data were extracted from paper-based registries and electronic adverse-event reporting systems, encompassing demographics, injury details, exposure sources, and pathogen profiles. Exclusion criteria included non-clinical injuries and incomplete records. Statistical analyses (SPSS 20.0) involved frequency calculations, chi-square tests, and Fisher's exact tests (significance: P < 0.05). RESULTS: A total of 170 OSI were reported between 2020 and 2024, with a annual incidence densities ranging from 3.09 to 5.15 per 100 person-years. Nurses (58.8%) and female workers (84.1%) constituted the majority of cases, while staff with ≤ 5 years of experience accounted for 64.7% of exposures. Bloodborne exposures dominated (76.5%), primarily caused by syringe needles (45.9%) and dental burs (9.4%). High-risk procedures included post-treatment instrument sorting (47.1%) and intraoperative handling (38.2%). Hepatitis B (9.2%) and syphilis (3.1%) were the most identified pathogens, though 63.85% of cases had unknown pathogen status. Dentists exhibited significantly higher hepatitis B exposure rates than nurses (13.9% vs. 5.4%, P = 0.04). CONCLUSION: This study highlights the urgent need for targeted interventions in dental settings, including enhanced training for nurses and early-career staff, optimized instrument-handling protocols, and mandatory pathogen screening for high-risk patients. These findings provide actionable insights to mitigate OSI risks and reduce bloodborne infection burdens in dental specialty hospitals."
"40445548"	"10.1007/s40801-025-00492-z"	"2025"	"Drugs - real world outcomes"	"Understanding Underreporting of Adverse Drug Reactions in the Philippines: A Mixed Methods Study."	"Yes"	"BACKGROUND: Adverse drug reaction (ADR) reporting is a crucial element in ensuring medication safety and effective pharmacovigilance. However, underreporting of ADRs remains a significant challenge in the Philippines despite efforts made by the national pharmacovigilance center (NPVC). This study aims to explore the factors contributing to underreporting of ADRs among healthcare professionals (HCPs) in the Philippines, with a focus on understanding their knowledge, attitudes, and practices (KAP), as well as evaluating the usability of the online ADR reporting system. METHODS: A mixed-methods approach was employed, integrating quantitative and qualitative research methods. The study involved a KAP survey and focus group discussions (FGDs) with HCPs, including pharmacists, nurses, and physicians. The survey gathered quantitative data on KAP related to ADR reporting, while FGDs provided qualitative insights into contextual factors, misconceptions, and barriers. In addition, a system usability survey (SUS) was conducted among participants at the 1st Philippine Pharmacovigilance Summit to assess the usability of the online ADR reporting system. Data collection spanned 4 weeks, followed by thematic analysis of FGD data and descriptive statistical analysis of survey and SUS data. RESULTS: The study revealed that HCPs generally recognize the importance of ADR reporting for FDA-approved drugs, vaccines, and antineoplastics, but there is a knowledge gap regarding the reporting of FDA-unapproved drugs. Awareness of the NPVC is limited, with less than half of HCPs (n = 4363) aware of its existence, and even fewer understanding its roles. Reporting practices are inconsistent, with many relying on paper-based methods, and a significant portion of HCPs are unaware of available reporting options. While 71.08% of participants expressed a high likelihood of reporting ADRs if familiar with the process, only 21.54% had actually reported one. Thematic analysis from focus group discussions identified several barriers to effective ADR reporting, including insufficient training, inconsistent practices, fear of legal repercussions, and low adoption of digital tools. The SUS results showed an ""okay"" usability rating for the online ADR reporting system, with a score of 68.81 (grade C). This shows that while many users found the tool acceptable and fairly easy to use, nearly half of the respondents felt it was too complex. CONCLUSIONS: This study reveals significant knowledge gaps among HCPs in the Philippines regarding ADR reporting. While HCPs acknowledge the importance of ADR reporting for patient safety, many perceive the process as complex and burdensome, which discourages consistent participation. The study highlights key barriers, including legal concerns and complexity of online reporting tools. A key policy implication is the need for government agencies, such as the Food and Drug Administration (FDA) and the Department of Health (DOH), to simplify the ADR reporting process and enhance the design of reporting tools, making them more user-friendly and efficient for healthcare professionals."
"40909003"	"10.3389/fneur.2025.1632231"	"2025"	"Frontiers in neurology"	"Dexamethasone in brain tumor patients: a real-world pharmacovigilance audit."	"Yes"	"INTRODUCTION: Dexamethasone is routinely prescribed for the management of peritumoral edema in brain tumor patients. Despite available orientations for its management in neuro-oncology patients, the individual needs according to the natural history of the disease and treatment options allied to a hierarchical system with multiple teams involved poses significant challenges in its real-world application. METHODS: We conducted a retrospective single-centre observational study of 316 brain tumor referrals to a tertiary neurosurgical center over a 3-month period. Data was extracted from referral notes, multidisciplinary team (MDT) documentation and clinical records. Steroid-related variables such as indication, dose, duration, weaning plan, complications, and follow-up practices were collected alongside demographic and clinical data. RESULTS: Of 316 referrals, 210 patients (66.5%) were started on steroids at baseline, yet only 6% had a documented weaning plan at that point. MDT referral occurred in 252 patients (79.7%), where steroid initiation was significantly associated with surgical management ( = 13.1, < 0.001). However, only 28.8% of MDT-referred patients had a documented steroid plan, with higher rates in surgical patients (41.3%) than those managed conservatively or with best supportive care (BSC) (16.5%, < 0.001). Steroid-related complications occurred in 11.4% (24/210) of patients, most commonly wound infections. Prolonged steroid use (>2 weeks) (OR = 3.5, [95% CI: 1.1-11.0], = 0.04), and absence of an MDT steroid plan (OR = 4.2, [95% CI: 1.2-15.0], = 0.03) were significant predictors of complications, particularly of Common Terminology Criteria for Adverse Events (CTCAE) Grade 2-3 severity. Nurse-led clinic follow-up was more common in surgical patients (91%) than BSC patients (24.6%, < 0.001) and supported steroid monitoring. DISCUSSION: Prolonged steroid use and incomplete documentation of steroid plan were associated with increased steroid-related complications highlighting the need for more robust prescribing protocols and improved multidisciplinary follow-up."
"40783750"	"10.1186/s12912-025-03678-6"	"2025"	"BMC nursing"	"Investigating the prevalence of medication near-misses and reporting intention among nurses in tertiary hospitals from China."	"Yes"	"BACKGROUND: Globally, medication near-misses are a public health issue as they often have serious consequences for patients and healthcare systems. Currently, few studies have investigated nurses' intention to report medication near-misses. Therefore, this study aims to examine the incidence of medication near-misses and factors influencing reporting intention among nurses in tertiary hospitals in Shandong Province, to fill the research gap in this area. DESIGN: A descriptive cross-sectional design. METHODS: Between March 2021 and December 2021, 2625 nurses in seven tertiary hospitals from Shandong Province, China were enrolled in the study, using convenience sampling. Information about medication near-misses, reporting intention and barriers was collected using self-reported questionnaire, subscales of the Adverse Event Reporting Intention Questionnaire, and Medication Near-Miss Reporting Barriers Scale. This study explored the association between potential determinants from the perspective of nurses and managers using generalized linear model. RESULTS: About 25.3% of nurses experienced medication near-misses, with a mean reporting intention score of 5.44 (standardized deviation=1.13). The main approach for reporting medication near-misses was verbal language (80.6%). Higher professional title (χ2=13.770, P = 0.003), lower educational level (χ2=6.722, P = 0.035), fewer weekly work hours (χ2=3.947, P = 0.047), no previous medication near-misses experience (χ2=46.517, P < 0.001), and not having siblings (χ2=4.150, P = 0.042) nurses showed a higher level of reporting intention. The manager's negative response (χ2=7.059, P = 0.008) and complex reporting system (χ2=17.120, P < 0.001) were associated with lower levels of reporting intention, primarily influenced by departmental categories (χ2=22.306, P = 0.002). DISCUSSION AND CONCLUSION: The results of this study show that nurses' medication near-misses reporting rate is relatively low, but their intention to report is relatively strong. Meanwhile, nurses' intention to report medication near-misses is influenced by multiple factors. This suggests that nursing managers should develop management strategies for near-miss events and actively provide training to enhance clinical nurses' willingness to report such events."
"40660953"	"10.1177/10781552251358171"	"2025"	"Journal of oncology pharmacy practice : official publication of the International Society of Oncology Pharmacy Practitioners"	"Frequency of adverse drug reactions in cancer patients: A study at the oncology department of a university hospital."	"Yes"	"ObjectivesWe aimed to investigate the adverse drug reactions (ADRs) observed in cancer patients, the drugs causing ADRs, ADRs reporting rate, common adverse effects, drug interactions, and the drugs used to manage these adverse effects.MethodsA questionnaire about pharmacovigilance, the most common ADRs and side effects observed in oncology patients, the frequency of these ADRs, the drugs causing them, and drug interactions was administered to the volunteers in our study.ResultsAlthough 66 out of the 90 nurses who participated in the study reported having previously encountered an ADR, only 39 of them actually reported it. ADRs were most frequently seen once a year or more and 56% of the ADRs were life-threatening, 21% medically important and 23% resulted in hospitalization. The pharmacological groups with the most ADR reports were; Taxanes, Platinum compounds, Monoclonal antibody (Mabs), Antimetabolites, Alkylating agents, Topoisomerase inhibitors and alkaloids respectively. ADRs were specifically related to Paclitaxel, Cisplatin and Rituximab. The most common adverse effects included; redness, itching, dyspnea and tachycardia. Antihistamines and corticosteroids were most commonly used in treatment of ADRs. The drugs that interacted most with antineoplastics were antibiotics, anticonvulsants and antihypertensives.ConclusionAlthough the incidence of ADRs in cancer patients is high, the reporting rate is relatively low. ADRs associated with antineoplastic drugs are serious reactions. Identifying which drugs cause the most ADRs is crucial for prevention, monitoring, and treatment."
"39381898"	"10.1111/jocn.17483"	"2025"	"Journal of clinical nursing"	"Analysis of the Incidence and Factors Influencing Medication Administration Errors Among Nurses: A Retrospective Study."	"Yes"	"AIMS: To explore the incidence and factors influencing medication administration errors (MAEs) among nurses. BACKGROUND: Medication administration is a global concern for patient safety. Few studies have assessed the incidence of MAEs or explored factors that considered the interplay between behaviour, the individual and the environment. METHODS: This retrospective study included 342 MAEs reported in the electronic nursing adverse event reporting system between January 2019 and September 2023 at a university-affiliated teaching hospital in China. Data on nurses' demographics and medication administration were extracted from the nursing adverse event reports. The reports were classified according to the severity of patient harm. The causes of the 342 MAEs were retrospectively analysed using content analysis based on Bandura's social cognitive theory. Descriptive statistics were used to calculate the proportion of medication errors and the distribution of subcategories. RESULTS: In total, 74.3% of MAEs were adverse events owing to mistakes and resulted in no harm or only minor consequences for patients. Nurses aged 26-35 years and those with 6-10 years of experience were the most common groups experiencing MAEs. Factors influencing MAEs included personal ('knowledge and skills' and 'physical state'), environmental ('equipment and infrastructure,' 'work settings' and 'workload and workflow') and behavioural ('task performance' and 'supervision and communication') factors. The study further highlighted the interrelationships among personal, behavioural and environmental factors. CONCLUSION: Multiple factors influence MAEs among nurses. Nurse-related MAEs and the relationship between behaviours, individual factors and the environment, as well as ways to reduce the occurrence of MAEs, should be considered in depth. RELEVANCE TO CLINICAL PRACTICE: Understanding the factors influencing MAEs can inform training programs and improve the clinical judgement of healthcare professionals involved in medication administration, ultimately improving patient prognoses and reducing MAEs. PATIENT OR PUBLIC CONTRIBUTION: The findings can help develop clinical guidelines for preventing MAEs."
"40657641"	"10.3389/fphar.2025.1592957"	"2025"	"Frontiers in pharmacology"	"Pharmacovigilance-related events, disease burden and overall efficiency of care in european countries, 1990-2021."	"Yes"	"OBJECTIVES: This study aimed to evaluate and compare the disease burden of pharmacovigilance-related events in European countries, to identify the factors related to pharmacovigilance-related inputs in various countries, and to analyze and compare the comprehensive benefits of pharmacovigilance-related events in various countries. METHODS: Using the Global Burden of Disease Study 2021 database, we combined information on adverse effects of medical treatment and drug use disorders to identify all pharmacovigilance-related events. We used principal component analysis to synthesize six first-level indicators to compare the burden of disease in each country in each year. We used data envelopment analysis to compare the efficiency of pharmacovigilance in each country. RESULTS: In 2021, the Quality of care index for pharmacovigilance-related events was highest in Northern and Western European countries. Looking at data from 1990 to 2021, the change node of this index in most countries occurred around 2000 to 2010, and the value changed steadily. Countries with relatively low investment in health resources and less experience in the supervision of adverse drug reactions have higher comprehensive benefits of nursing for pharmacovigilance-related events. CONCLUSION: The effect of the development of a system for pharmacovigilance has a hysteresis. The disease burden is affected by various factors such as population aging, human resource investment, and medical and health needs, and the policy is highly dominant."
"40401039"	"10.1155/jonm/9921349"	"2025"	"Journal of nursing management"	"Reducing Adverse Drug Reactions for Older People in the Community: Evaluating the Validity and Reliability of the ADRe Profile."	"Yes"	"Adverse drug reactions (ADRs), particularly in the context of polypharmacy, remain a persistent, unresolved problem for patients and healthcare professionals. The ADRe Profile identifies medicine-related harms, and supports their resolution, thereby improving care quality and preventing future problems. The objective of this study was to assess the validity and reliability of the ADRe Profile (https://www.swansea.ac.uk/adre/) in U.K. primary care general practices, building on assessments in other settings. The ADRe Profile's validity and reliability were investigated using complementary mixed methods: content validity index, contrast group construct validity, cognitive interviewing, and inter-rater reliability. Cognitive interviews ( = 5) confirmed that the ADRe Profile needed only minor adjustments. The scale-level content validity index was 0.67 ( = 14), items ranging from 0.08 to 1. Significant differences in signs and symptoms associated with ADRs between service users taking different numbers of regular prescribed medicines confirmed construct validity ( = 68, = 870.50, < 0.001). Inter-rater reliability testing showed substantial agreement between service users and research nurse: 10 items had 100% agreement. Overall mean was 0.71 (range: 0.31-1), ( = 42). The ADRe Profile is suitable for use with older service users in primary care who live at home. Users understood the questions and provided meaningful answers. ADRe Profile responses were sufficiently reliable to be used as a basis for further investigations, prescriber referral and clinical actions. However, clinician judgement of content validity may depend on knowledge and experience, highlighting the importance of training. Clinicians acknowledged that the ADRe Profile was comprehensive but identified practical difficulties. Instruments to reduce ADRs should be validated before testing in feasibility studies and randomised controlled trials. Managers need to optimise patient safety by introducing patient-centred symptom monitoring, with decision support. Before instruments are adopted, managers should check the reliability and validity data. ClinicalTrials.gov identifier: NCT04663360."
"40366197"	"10.4274/tjps.galenos.2025.44902"	"2025"	"Turkish journal of pharmaceutical sciences"	"Integrating a Pharmacovigilance and Response Unit Team for a Better Adverse Drug Reaction Reporting and Management: Insights from a Prospective Cross-Sectional Study."	"Yes"	"OBJECTIVES: The multidisciplinary team approach improves adverse drug reaction (ADR) reporting and management. Our study aims to integrate a pharmacovigilance (PV) and Response Team within the general medicine department to improve ADR reporting and management. MATERIALS AND METHODS: We conducted a prospective cross-sectional study for seven months in four general medicine wards. We proposed a PV and response unit team (PRUT), comprising a nursing student, and a Doctor of Pharmacy (intern). After the team received interventional educational training, we integrated them with the physician and head nurse of each general medicine inpatient ward. We then evaluated the effectiveness of the team in ADR reporting and management using a feedback survey. RESULTS: In this study, comorbidities (30.69%) and polypharmacy (≥5 drugs) (26.25%) were major predisposing factors. Among drug-related problems in 125 patients, inappropriate drug use (28.80%) and unclear dose timing (21.60%) were predominant. Gastrointestinal disorders were common (44.73%), with dose adjustment being the top management strategy (36.84%). Over 71% supported the PRUT for improving patient safety and reducing medication errors, noting high effectiveness in consultation (85.92%) and in reducing the ADR reporting burden (87.32%). There is a statistically significant association between the level of agreement on the effectiveness of PRUT among healthcare professionals (p<0.01). Most healthcare professionals agreed on PRUT's effectiveness without any reports of low agreement levels. CONCLUSION: The PRUT effectively reported and managed ADRs. A multidisciplinary approach improves ADR reporting and management."
