strength	route	pmid	doi	year	title	journal	authors	queries	abstract
弱相关/需人工排除	其他	42134231	10.1016/j.nedt.2026.107157	2026	Generative artificial intelligence in undergraduate paediatric nursing education: A scoping review of current applications and ethical considerations.	Nurse education today	Williams S; Dabkowski E; Webb C	Q1_nursing_title_drug_safety	Paediatric content in undergraduate nursing education is typically delivered through lectures, simulation, and clinical placements. Constraints include reduced placement availability, variable learning quality, and shortages of paediatric-qualified educators have increased reliance on simulation and virtual learning. Generative artificial intelligence (GenAI) offers scalability to support paediatric education through clinical scenarios, personalised feedback, and assessment support. Identify and map existing literature on the use of GenAI in the delivery of paediatric content within undergraduate nursing programs. This scoping review was conducted using Arksey and O'Malley's (2005) framework and reported in accordance with PRISMA-ScR guidelines. A comprehensive search of nine databases was undertaken on 8 July 2025, followed by supplementary searching in August 2025. Studies were included if they examined the use of GenAI in teaching paediatric content to undergraduate nursing students. Data was charted and synthesised narratively. Six quantitative studies, from Asian or Middle Eastern contexts, were included. GenAI applications supported scenario-based learning, ethical reasoning, medication-safety comparisons, and assessment scoring, and were associated with improved engagement and personalised feedback. However, evidence was constrained by small, single-site designs, inconsistent GenAI reporting, reliance on self-report, and limited evaluation of competence, safety, or practice transfer. No studies included children or families' perspectives, and few addressed risks related to misinformation, developmental appropriateness, cultural safety, or bias. Evidence supporting GenAI use in paediatric-focused education remains preliminary and geographically limited. While promising, applications require cautious, ethically guided implementation. Future research should prioritise multi-site, methodologically rigorous studies using paediatric-specific and safety-focused outcomes, transparent reporting, and governance that addresses privacy, bias, accuracy, and paediatric vulnerability.
强护理前置	其他	41862362	10.1016/j.hlc.2025.12.025	2026	Evaluation of a Nurse-Pharmacist Post-Discharge Telehealth Model of Care for People With Heart Failure.	Heart, lung & circulation	Bennetts JD; Robson C; Weismantel-Savage A; Mani J; Yu J; Robson L	Q1_nursing_title_drug_safety	"Medication-related problems (MRPs) are common during transitions of care for people with heart failure (HF), contributing to early hospital readmission and mortality. However, the integration of a nurse-pharmacist model of care (MoC) into transitional care has seldom been explored. To determine the feasibility and acceptability of a nurse-pharmacist transition-of-care telehealth service for patients with HF discharged from the John Hunter Hospital, Australia. We also explored the impact of service provision on MRP detection, guideline-directed medical therapy (GDMT) prescribing, and hospital readmissions. Upon discharge, patients with HF were referred to an existing telehealth service and offered pharmacist-led medication reconciliation and education (""MedRec"") in addition to usual care. Primary outcomes were feasibility, measured by recruitment and successful MedRec completion, and acceptability, measured by an investigator-developed survey. Secondary outcomes were MRPs detected during MedRec. Exploratory outcomes included GDMT prescribing and hospital readmission rates. A total of 100 patients with HF were offered MedRecs and accepted by 80 patients. In total, 62 MedRecs were performed, mean age 67.6 (±13.6) years, male sex (n=34/62; 54.8%). MRPs detected included: 25 recipients (40.3%) experiencing drug-related toxicity or adverse events, 13 recipients (20.9%) experiencing medication non-adherence issues, and 12 recipients (19.4%) with drug optimisation issues unrelated to their HF. Drug and/or disease management information was requested by 35 MedRec recipients (56.4%). Post-MedRec, 56.5% of participants completed surveys. Engagement with a pharmacist via MedRec enhanced medication education, was perceived to ease anxiety associated with understanding medication-related changes, and empowered greater self-management. GDMT optimisation was recommended for over two-thirds (69.2%) of MedRec conducted for HF with reduced ejection fraction patients. The rate of 30-day cardiovascular readmissions was reduced by nearly 8% for those who accepted a post-discharge MedRec compared to those who declined the MedRec service (8.1% (n=5/62) vs 15.8% (n=6/38) respectively, [p=0.324]). A post-discharge nurse-pharmacist telehealth service is a feasible and well-accepted MoC. The inclusion of a routine MedRec post-discharge may enhance continuity of care, improve medication safety, and support HF management."
强护理前置	其他	40012458	10.4040/jkan.24088	2025	Mediating effect of grit on the influence of nurses' silence behavior on medication safety competence: a cross-sectional study.	Journal of Korean Academy of Nursing	Kim H; Park W	Q1_nursing_title_drug_safety	This study investigated the mediating effect of grit in the relationship between silence behavior and medication safety competence among nurses. The study included 166 nurses from four university hospitals and general hospitals in Seoul and Gyeonggi-do, South Korea. Data were collected from March 1 to 10, 2024, using self-report questionnaires. Data were analyzed using the t-test, analysis of variance, Scheffé's test, and Pearson's correlation coefficients with IBM SPSS Statistics ver. 23.0 (IBM Corp.). A mediation analysis was performed using Hayes's PROCESS macro model 4 and the bootstrapping method. Medication safety competence showed significant correlations with silence behavior (r=-.21, p=.008) and grit (r=.43, p<.001). Furthermore, grit partially mediated the relationship between silence behavior and medication safety competence. This study indicates that grit is a significant mediator in the relationship between silence behavior and medication safety competence. Therefore, an integrated approach that reduces silence behavior and promotes grit is essential for strengthening nurses' medication safety competence. Ultimately, these strategies will help ensure patient safety by improving medication safety competence.
强护理前置	其他	41809131	10.1016/j.ijnsa.2026.100514	2026	Nursing home staffing and operations in Taiwan and the United States: A comparative pilot study.	International journal of nursing studies advances	Lee YW; Harris J; Anderson RA; Shieu B	Q1_nursing_title_drug_safety	: The global aging population has precipitated a surge in demand for long-term care, particularly in nursing homes. While the United States operates under a multipayer system, Taiwan utilizes a single-payer National Health Insurance program supplemented by Long-Term Care 10-year plan 3.0. Despite these systemic differences, both nations face critical workforce challenges. This study explores how these distinct frameworks influence nursing home operations, specifically comparing workforce characteristics, staffing practices, and medication safety protocols. : This was a comparative, descriptive, qualitative pilot study. : Data were collected between December 2022 and May 2023 at two hospital-affiliated nursing homes in the Northeastern United States and three Christian hospital-affiliated nursing homes in Central Taiwan. Data included direct observations and semi-structured interviews with 34 nursing staff (12 U.S., 22 Taiwan). Thematic analysis and descriptive statistics were used. : Both participating Nursing homes experienced significant staffing shortages, although ratios differed (U.S. sites: 1:20-30; Taiwan sites: 1:30-40). Resident profiles varied: U.S. sites managed diverse populations, while Taiwan sites served homogeneous residents. U.S. sites employed electronic medication systems with clear error reporting, whereas Taiwan sites relied on inefficient manual, paper-based protocols. Staff training was systematic at the U.S. sites but limited at the Taiwan sites. Notably, COVID-19 attrition patterns diverged: at U.S. sites, turnover was immediate due to burnout, whereas at Taiwan sites, resignations were delayed and post-pandemic. : Systemic and cultural contexts profoundly influence NH operations. While U.S.A. sites benefit from technology and standardized training, Taiwan sites require technological adoption to improve medication safety and workflow efficiency. These preliminary findings highlight critical targets for improvement and establish a foundation for future, larger-scale research to enhance resident care quality and the work-life balance of nursing staff globally.
弱相关/需人工排除	其他	42368682	10.2147/PPA.S606768	2026	The Need to Feel Safe: Older Adults' and Family Caregivers' Perspectives on Safe and Person-Centered Medication Management in Home Nursing Care.	Patient preference and adherence	Olsen US; Jakobsen E; Solberg W; Stjern K; Arnevik O; Solum Myren GE	Q1_nursing_title_drug_safety	To explore the experiences and preferences of older adults living at home and their family caregivers regarding medication use and medication management support through home care. Individual semi-structured interviews were conducted with 11 older adults and six family caregivers in Norway during the spring of 2024. The study employed a qualitative design involving collaboration with co-researchers. Data were analyzed using qualitative content analysis. The analysis yielded three main categories-practical aspects of medication management, knowledge about the need for and effects of medications, and responsibility and collaboration-each comprising several subcategories. An overarching theme, between feeling safe and being safe: balancing autonomy and support in medication management at home, captured the balance between feeling safe as an inner sense of being cared for and being safe as external protection from harm, as well as the balance between autonomy and support in medication management. While routines and procedures in home nursing services are intended to promote safety, both older adults and family caregivers described a more passive role in medication management than they desired, often accepting what was provided while withholding questions and preferences for greater individualization. These findings indicate that achieving both feeling safe and being safe requires person-centered approaches that foster involvement, knowledge, and control. Person-centered medication management requires that the preferences, needs, and concerns of older adults and family caregivers are made visible and actively addressed. Strengthening communication and shared understanding between services and users is essential for achieving collaborative practice that promotes safety, autonomy, and support.
强护理前置	护士给药错误/近失/用药安全流程	41914822	10.1111/ijn.70139	2026	Evaluation of the Validity, Reliability and Psychometric Properties of the Polish Version of the Medication Safety Scale Among Intensive Care Nurses.	International journal of nursing practice	Lis K; Sak-Dankosky N; Czarkowska-Pączek B	Q1_nursing_title_drug_safety;Q5_med_admin_errors_nurses	This study was conducted to evaluate the validity, reliability and psychometric properties of the Polish version of the Medication Safety Scale among intensive care nurses. This is a methodological and psychometric study. Healthcare environments are particularly prone to medication errors, making it crucial to implement strategies to prevent them. The study group included 341 nurses working in adult critical care in Poland. Data were collected from March to November 2022 using convenience sampling. The scale included a total of 45 items divided into five factors (working conditions, individual factors, systemic factors, drug administration and drug knowledge). Single-choice response options were structured using a 5-point Likert scale. A forward-backward translation process with monolingual testing was conducted. Psychometric validity was then assessed: Confirmatory factor analysis (CFA) was performed to evaluate the questionnaire's structure, with diagonally weighted least squares (DWLS) used as the estimation method. Subscale reliability was assessed using McDonald's ω, Cronbach's α and composite reliability (CR). Convergent validity was examined using the average variance extracted (AVE). Factor analysis confirmed that the five-factor model was suitable for the data. The analysis confirmed the reliability of the subscales (McDonald's ω = 0.910 to 0.946, Cronbach's α = 0.907 to 0.943, CR = 0.931 to 0.965) and convergent accuracy (AVE = 0.538 to 0.932). The Polish version of the Medication Safety Scale can be applied as a valid and reliable measurement instrument for assessing medication safety among intensive care nurses.
强护理前置	护士给药错误/近失/用药安全流程	42089774	10.3928/01484834-20260403-04	2026	Promoting Just Culture: Implementing a Medication Error Reporting Process in Nursing Education.	The Journal of nursing education	Perez T	Q1_nursing_title_drug_safety;Q5_med_admin_errors_nurses	This quality improvement project aimed to promote a just culture when medication errors (MEs) occur by implementing a standardized ME reporting process that encouraged consistency, transparency, and support for students and faculty. Clinical faculty were trained on the ME reporting process, which included a school of nursing incident reporting system, a debriefing tool, an algorithm to classify student behavior, and structured support for students as second victims. Faculty were surveyed before and after the training. Faculty confidence in addressing MEs with students significantly improved after training. MEs related to the incorrect dose, patient, time, medication, and route accounted for 69% of all reported MEs. Data collection for the ME incident reporting system is ongoing. Implementing a standardized ME reporting process increases faculty confidence in addressing errors while promoting fairness and equity among students. These findings emphasize the value of having a well-structured, consistent approach for managing MEs.
强护理前置	护士给药错误/近失/用药安全流程	41893086	10.3390/nursrep16030098	2026	Knowledge, Attitudes, and Behaviors of Italian Home Care Nurses: Factors Associated with Medication Error Prevention in a Nationwide Cross-Sectional Survey.	Nursing reports (Pavia, Italy)	Dionisi S; Di Simone E; De Leo A; Liquori G; Panattoni N; Amato L	Q1_nursing_title_drug_safety;Q5_med_admin_errors_nurses	Objectives: This study aims to identify factors associated with medication errors among home care nurses in Italy, focusing on the relationships between knowledge, attitudes, and behaviors, and assessing how sociodemographic and professional characteristics influence these dimensions. Methods: A nationwide cross-sectional survey was conducted using the Italian validated version of the Knowledge, Attitudes, and Behaviors in Medication Error in the Home Care setting questionnaire, previously developed and validated for home care settings. Multivariate logistic regression analyses were performed to explore associations among knowledge, attitudes, behaviors, and selected sociodemographic variables because the survey was disseminated through open online channels, and the response rate could not be calculated. Results: A total of 320 nurses participated. Younger age and holding a non-university degree were significantly associated with higher knowledge levels. Internet access at the workplace emerged as the only significant factor associated with medication error prevention for both positive attitudes [OR = 0.412, 95% CI: 0.197-0.861; p = 0.018] and correct behaviors [OR = 0.456, 95% CI: 0.216-0.962; p = 0.039]. Furthermore, attitudes positively predicted knowledge [OR = 2.226, 95% CI: 1.291-3.962, p = 0.004], and both knowledge and attitudes significantly influenced behaviors. Conclusions: The study highlights the interdependence of knowledge, attitudes, and behaviors in preventing medication errors in home care. While internet access and formal education are associated with differences in knowledge, attitudes, and behaviors, the relationships observed warrant further investigation. These findings underscore the potential value of targeted educational strategies and resource availability to support nurses in promoting safe practices.
强护理前置	其他	42314424	10.1016/j.ijnurstu.2026.105612	2026	Are psychotropic medications equivalent in fall risk among nursing home residents? A meta-analysis of pharmacologic subtypes and polypharmacy effects.	International journal of nursing studies	Zhang H; Li W; Zhi S; Fang S; Li J; Zhang T	Q1_nursing_title_drug_safety	Falls are a major concern for nursing home residents, and psychotropic medications are key risk factors. However, the differential fall risk among pharmacologic subtypes remains unclear, as exemplified by the comparison of typical and atypical antipsychotics, which impedes precise medication safety management. The aim of this study is to compare the fall risk across specific pharmacologic subgroups of psychotropic medications in nursing home residents through a systematic review and meta-analysis. This systematic review and meta-analysis involved comprehensive searches of nine databases for observational studies assessing medication use and fall risk in older nursing home residents. Study quality was appraised using standardized tools, and data were pooled using random-effects models. Twenty studies were included. Meta-analysis showed that the use of typical antipsychotics (OR = 1.66, 95% CI: 1.25-2.21), atypical antipsychotics (OR = 1.78, 95% CI: 1.48-2.13), long-acting sedative-hypnotics (OR = 1.43, 95% CI: 1.13-1.82), short-acting sedative-hypnotics (OR = 1.39, 95% CI: 1.07-1.55), antidepressants (OR = 1.55, 95% CI: 1.33-1.81), and polypharmacy (OR = 1.64, 95% CI: 1.24-2.12) were all significantly associated with increased odds of falling. Subgroup analysis indicated no statistically significant higher fall risk for atypical compared to typical antipsychotics (P>0.05), and the difference between long-acting and short-acting sedative-hypnotics was not significant. All categories of psychotropic medications significantly increase fall risk in nursing home residents, with atypical antipsychotics posing a potentially higher risk. This study underscores the necessity of distinguishing risk among pharmacologic subtypes for precise risk management and provides critical evidence for informing safer prescribing practices to prevent falls.
强护理前置	护士给药错误/近失/用药安全流程	41416888	10.1093/intqhc/mzaf127	2026	Explaining the educational needs of nursing students in preventing medication errors: a qualitative study.	International journal for quality in health care : journal of the International Society for Quality in Health Care	Baghcheghi N; Koohestani HR	Q1_nursing_title_drug_safety;Q5_med_admin_errors_nurses	Patient safety and the prevention of medication errors are recognized as fundamental priorities in healthcare. Nursing students, as future healthcare providers, are susceptible to committing medication errors. This study was designed to explain the educational needs of nursing students in the field of medication error prevention. This qualitative study was conducted in 2024 using conventional content analysis as outlined by Graneheim and Lundman. Data were collected through 22 in-depth, semi-structured interviews with nursing students from the … University of Medical Sciences who had clinical training experience. Data collection continued until data saturation was achieved. The trustworthiness of the data was ensured according to the criteria proposed by Guba. The analysis of the interviews yielded four main themes and eleven sub-themes. The main themes were as follows: the need to strengthen cognitive abilities and mental management, the need for soft skills training, the need for safety culture education and learning from errors, and the need to integrate medication safety education into all stages of the curriculum. The educational needs of nursing students regarding medication error prevention are multidimensional and extend beyond pure pharmacological knowledge. These findings underscore the necessity for a fundamental revision of curricula, the vertical and horizontal integration of medication safety concepts, a focus on soft skills, and fostering a culture of learning from errors rather than a culture of blame.
强护理前置	护士ADR上报/药物警戒认知与行为	40278770	10.3390/tropicalmed10040097	2025	COVID-19 in Morocco: Nurses' Knowledge of Anti-COVID-19 Vaccines and Their Involvement in Vaccine Vigilance.	Tropical medicine and infectious disease	Laamiri FZ; Aarrad M; Manoussi A; Khouya YB; Hadrya F; Chahboune M	Q1_nursing_title_drug_safety;Q4_nurses_adr_reporting	The COVID-19 pandemic has highlighted the crucial role of nurses in managing health crises, particularly in implementing vaccination campaigns launched in many countries worldwide. This descriptive study assesses nurses' knowledge of COVID-19 vaccines and their involvement in vaccine vigilance. Conducted over four months in 2022 among 200 primary healthcare nurses in the Fès-Meknès region, the data were collected using a questionnaire developed and validated by a multidisciplinary team. The results show that 60% of participants self-reported being unaware of the nature of COVID-19 vaccines, and 49.5% did not understand the concept of vaccine pharmacovigilance. Additionally, 76.5% had not received any pharmacovigilance training in this pandemic context, 80% had never been in contact with pharmacovigilance centers, and 48.5% expressed a need for training in this field. One-third of the participants were unaware of severe adverse effects. The most frequently reported adverse effects were fever (76.5%), malaise (73%), and anxiety (63%). These results highlight the importance of strengthening continuous training and improving the coordination among various healthcare sector stakeholders to reduce vaccine hesitancy, enhance healthcare expertise, and ensure the effectiveness of vaccination campaigns during current and future pandemics.
强护理前置	护士给药错误/近失/用药安全流程	41366901	10.1097/MD.0000000000046222	2025	The effect of web-based double-eye control program on the prevention of pediatric medication errors of nursing students: A quasi-experimental study.	Medicine	Özgüven Öztornaci B; Karakul A; Ardahan Akgül E; Doğan P; Yildirim Sari H; Başbakkal Z	Q1_nursing_title_drug_safety;Q3_nursing_monitoring_admin;Q5_med_admin_errors_nurses	Medication errors in the pediatric population are a major patient safety problem, leading to death, disability, or prolonged hospitalization. This study investigated the effect of medication skills training provided to senior pediatric nursing students through simulation and a web-based Double-Eye Control Program (DECP) on students' pediatric medication error rates. This quasi-experimental one-group pretest-posttest study was conducted using structured, non-participant observation. The outcomes were overall medication error rate and subcategories (preparation, administration, follow-up, and recording). In the pre-intervention stage, students administered medication to a pediatric mannequin according to a scenario. The intervention consisted of simulation training supported by a web-based DECP. No randomization was performed. Post-intervention, students repeated the same scenario using the DECP. Data were analyzed with the Wilcoxon Signed Rank Test, and interrater reliability among 4 observers was assessed using Fleiss' Kappa. The mean overall error rate decreased from 55.37% before the intervention to 13.52% after the intervention. Preparation, administration, follow-up, and recording error rates all significantly decreased (P < .001). The web-based DECP integrated with simulation significantly reduced pediatric medication administration errors among student nurses.
强护理前置	护士给药错误/近失/用药安全流程	42260882	10.1097/MD.0000000000049241	2026	Nurses' sleep quality and medication administration errors: A cross-sectional study based on the ten rights framework.	Medicine	Tanrikulu F; Gündoğdu H; Bölük M	Q1_nursing_title_drug_safety;Q3_nursing_monitoring_admin;Q5_med_admin_errors_nurses	"Medication errors are among the most common causes of preventable harm in healthcare, and nurses' sleep quality is a critical factor influencing these errors. Understanding how sleep quality affects adherence to the ""Ten Rights"" of medication administration is essential for improving patient safety. This study aimed to examine the effect of nurses' sleep quality on medication administration errors within the framework of the ""Ten Rights"" of medication administration. This descriptive, cross-sectional study was conducted at a tertiary hospital in Türkiye. A total of 217 nurses voluntarily participated in the study. Data were collected using a sociodemographic characteristics form, a medication administration errors form, and the Pittsburgh Sleep Quality Index. Reporting followed the Strengthening the Reporting of Observational Studies in Epidemiology guidelines. The nurses' mean Pittsburgh Sleep Quality Index score was 9.24 ± 3.35, indicating poor overall sleep quality. Sleep quality significantly differed by gender, marital status, and parental status, and it was poorer among nurses working more than 72 hours per month or those who reported medication errors within the last 6 months. The most common errors were administering medication without knowledge of its side effects and failing to inform patients about their medication. Nurses experiencing low sleep quality demonstrated a significantly increased likelihood of committing errors related to the right time and frequency, right documentation, and right evaluation principles. Poor sleep quality among nurses may be associated with certain medication administration errors. Supporting nurses' sleep health may contribute to medication safety and the overall quality of patient care."
强护理前置	其他	40423184	10.3390/nursrep15050150	2025	An Indispensable Requirement for Medical Dosage Calculation: Basic Mathematical Skills of Baccalaureate Nursing Students.	Nursing reports (Pavia, Italy)	Hijji BM	Q1_nursing_title_drug_safety	Background/Objectives: While drug dosage calculation is vital in nursing, research indicates nursing students often struggle with necessary mathematics competencies, a gap not previously explored in the Arab world. This study assessed the basic mathematical skills of baccalaureate nursing students in a branch of a Saudi Arabian public university and compared the findings with studies conducted in other countries, which have consistently reported better performance. By highlighting these disparities, this study underscored the need for global educational reforms to ensure safe nursing practices. Methods: This was a cross-sectional study. Three hundred and thirty students were invited; consenting students completed a mathematics experts-validated 45-question test covering four key areas: numbers and operations, data interpretation, measurement, and algebraic applications. Descriptive and inferential statistics were applied. The Mann-Whitney U test was used to detect differences in scores based on gender. An independent-samples Kruskal-Wallis test was conducted to compare the three student groups simultaneously. As this test was statistically significant, post hoc pairwise comparisons were performed to assess differences in scores between the first and second, first and third, and second and third levels of study. Results: A response rate of 40.6% was achieved. Scores ranged from 3 to 58 (median: 18, 27%), with only 2% passing (≥60%). Significant differences in scores were found between genders (p = 0.037) and across study levels (p = 0.002). Overall, 25 (56%) items were difficult, while 20 (44%) were moderately difficult. Conclusions: The low median score underscored a critical need for interventions to improve mathematical competencies in nursing students, affecting medication safety in healthcare systems.
强护理前置	护士给药错误/近失/用药安全流程	41284704	10.1177/02601060251396867	2025	The perception of the impact of smart infusion pumps on nurses' medication administration performance: A study in Saudi Arabia hospitals.	Nutrition and health	Al-Dossary RN	Q1_nursing_title_drug_safety;Q3_nursing_monitoring_admin	BackgroundSmart infusion pumps are widely adopted to improve medication safety, yet their effectiveness depends on nurses' perceptions, usability, and integration into clinical workflows.Study AimThis study evaluated nurses' perceptions of smart infusion pumps in Saudi Arabian hospitals, focusing on learnability, memorability, efficiency, error management, and medication administration performance.MethodsA cross-sectional survey was conducted among 249 registered nurses across nine hospitals. Data were collected using a validated questionnaire and analyzed with descriptive statistics, t-tests, and ANOVA.ResultsMost nurses reported daily pump use (76.8%). Learnability and memorability scores were higher among younger nurses, diploma holders, and those in the Central Region (p < 0.05). Efficiency differed significantly by gender (p = 0.041), while error management varied by gender and region (p < 0.05). Medication administration performance showed no significant differences across demographics (p > 0.05).ConclusionSmart infusion pumps were positively perceived overall, though regional and demographic disparities highlight the need for standardized training and stronger system-level support.
强护理前置	护士给药错误/近失/用药安全流程	42328634	10.3389/fphar.2026.1824478	2026	What leads to medication errors in polish hospitals from the perspectives of nurses? a multicenter cross-sectional survey.	Frontiers in pharmacology	Kwiecień-Jaguś K; Kopeć M; Małecka-Dubiela A; Guzak B	Q1_nursing_title_drug_safety;Q3_nursing_monitoring_admin;Q5_med_admin_errors_nurses	"Patient safety in pharmacotherapy is a critical element of proper medical care, and when properly implemented, it delivers real therapeutic benefits. The project aimed to analyse the causes of medication administration errors in hospitals with varying referral levels. The study was part of a larger research project. From the 585 hospitals in Poland, 50 were randomly selected. The 488 nurses agreed to participate in the study. Four hundred sixty-eight completed questionnaires were finally included in the statistical analysis. Research data collection began in 2023, and the entire process took a year. A descriptive analysis for socio-demographic data was used. Factor analysis and varimax rotation were used to transform large amounts of raw, complex data into a clear, interpretable structural model. The Polish version of the Medication Administration Error scale was validated and rechecked with the alpha-Cronbach index. A part A of the questionnaire, which consists 29 statements about the reason of Medication Administration Errors, achieved 0.93 - with is considered as a very good. The main results showed that the most common reasons for medication error in the administration process in intensive and internal units are: appearance of drug, drug similarity, and illegible orders. On an equal footing in terms of the number of points obtained (AVG > 4), other identified factors are: Pharmacists are not available 24 h a day"" (item 12) and ""Brand-name drugs are replaced by other generics (item 13). A huge problem is the lack of training on new drugs used in the hospital, and the frequent use of abbreviations. The second, no less important issue, especially in the more conservative units, is interruption in the preparation process and staff shortages. Most of the factors that lead to MAE, as identified by nursing personnel in internal and intensive care units, can be modified through management processes using prepared tools, scientific recommendations, and technologies. Some areas, such as the shortage of medical personnel in conservative general wards, require further work and up-to-date legislation."
强护理前置	护士给药错误/近失/用药安全流程	41783938	10.1111/nicc.70415	2026	A Quality Improvement Initiative to Enhance Paediatric Nurses' Knowledge of High-Alert Medication Administration.	Nursing in critical care	Moustafa ARA; Abdelaziz MN; Elsayed MR; Elsayed O; Ali AY; Rezk NM	Q1_nursing_title_drug_safety;Q3_nursing_monitoring_admin;Q5_med_admin_errors_nurses	High-alert medications (HAMs) cause a lot of safety issues in paediatric healthcare settings, and medication errors have three times the potential to harm this group than in adults. This quality improvement study was conducted to assess nurses' knowledge of HAMs, the barriers to safe HAM administration and the impact of targeted education. This quality improvement project assessed the knowledge of HAM administration before and after structured training among paediatric nurses in critical care units. Barriers to safe medication administration were identified through questionnaire responses, including both knowledge-related and organisational obstacles. Knowledge gain was measured using paired t-tests and Wilcoxon signed-rank tests. An exploratory regression analysis was conducted to investigate the associations with knowledge improvement. This study included 335 nurses. The improvement in knowledge regarding administration increased significantly after training, from an average score of 4.87 to 9.41. Main obstacles to safe medication administration identified include lack of knowledge (39.4%), unavailability of reference texts (34.6%) and ambiguous dose calculations (32.0%). Those under 25 years old, as well as those having less than 2 years of experience, recorded the absolute highest gains. Self-rated competency improved minimally, although those indicating low confidence dropped to below 10%. A great demand for additional education in HAMs was noticed, where 82% were asking for more training. Structured training significantly improved theoretical HAM knowledge and identified critical system barriers (lack of references and ambiguous protocols). Continuous education represents an essential foundation for subsequent medication safety quality improvement initiatives. For paediatric critical care nurses, these findings establish a knowledge foundation and identify system barriers essential for improving paediatric HAM safety.
强护理前置	护士给药错误/近失/用药安全流程	41147089	10.1111/jan.70321	2026	Frequency and Associated Factors of Interruptions During the Medication Administration Process Among Nurses in South Korea: A Cross-Sectional Study.	Journal of advanced nursing	Jang SG; Choi EY; Baek SJ; Moon HM; Hong SH; Cho JK	Q1_nursing_title_drug_safety;Q3_nursing_monitoring_admin	To investigate the frequency and associated factors of interruptions initiated by human and environmental sources during the medication administration process among nurses in South Korea. A cross-sectional descriptive study. Data were collected from January to March 2022 through an online survey administered to nurses working in tertiary hospitals in South Korea. The survey assessed interruptions during the medication administration process, nursing work environments and organisational culture. Descriptive statistics and regression analysis were used to identify factors associated with interruptions. Human-initiated interruptions were more frequent than those initiated by environmental sources. Human-initiated interruptions increased with a higher patient load and a relation-oriented organisational culture but decreased with adequate staffing and resources, as well as an innovation-oriented culture. Environment-initiated interruptions were more frequent in settings with a task-oriented culture and less frequent among female nurses. The findings highlight the importance of understanding the distinct characteristics of interruptions and developing targeted strategies based on their sources and contributing factors. Creating supportive environments and fostering an organisational culture that actively prevents unnecessary interruptions are essential for enhancing medication safety and workflow efficiency. To apply these findings in clinical practice, it is necessary to allocate staffing resources appropriately to reduce interruptions. Providing education on the importance of maintaining uninterrupted medication administration processes is essential to reduce human-initiated interruptions. This study provides practical evidence that organisational culture and staffing are associated with interruptions in clinical nursing practice. Nurse managers should apply these findings by promoting staffing adequacy and fostering a collaborative, innovative environment that encourages continuous improvement and openness to change. Tailored strategies that reflect the specific characteristics of different types of interruptions can help reduce their occurrence and improve medication safety. STROBE checklist. No patient or public contribution.
强护理前置	护士主导随访/监测/管理	40057985	10.1093/ageing/afaf019	2025	Monitoring the effects of medications in residential aged care (nursing home) using digital health technologies: insights from the ReMInDAR and ADEPT projects.	Age and ageing	Lim R; Boord M; Soriano J; Bilton R; Roughead EE	Q1_nursing_title_drug_safety	The adoption of technology, particularly for monitoring the effects of medications in residential aged care (nursing home), has been slow. Ageing populations have led to increased demand for residential aged care globally, resulting in a growing imperative to implement technological solutions to meet the complex healthcare and medication needs of older people in residential aged care. This commentary explores the potential for and the challenges associated with implementing technological interventions within residential aged care to improve monitoring of medication effects. Drawing on insights from two implementation trials, specifically the Reducing Medicine-induced Deterioration and Adverse Reactions and A Digitally Enabled Pharmacist Service to detecT medicine harms in residential aged care, we discuss the unique challenges and opportunities arising from the real-world applications of digital technologies for medication safety in aged care.
