pmid	doi	year	pubdate	title	journal	authors	abstract
42098926	10.2196/82756	2026	2026 May 07	GenAI-Supported Virtual Patients in Health Care Education: Systematic Review.	Journal of medical Internet research	Jiang J; Ye MZ; Kwok TT; Wong JYH	Generative artificial intelligence (GenAI) is enhancing virtual patient simulations in health care education by enabling dynamic, adaptive interactions, reshaping how clinical skills are taught. A synthesis of the current evidence is needed to guide implementation and future research, given the pace of technological advancement. This systematic review aims to synthesize empirical research on the design, implementation, and educational impact of GenAI-supported virtual patients in health care education. A systematic search was conducted across 5 databases (CINAHL, Medline, Embase, Scopus, and Web of Science) from their inception to March 19, 2026. Reference lists of included studies and relevant systematic reviews were also screened. Peer-reviewed studies in English that evaluated GenAI-supported virtual patients using quantitative or mixed methods were included. Two reviewers independently screened studies and extracted data. Study quality and risk of bias were assessed critically using JBI (Joanna Briggs Institute) checklists, with disagreements resolved by consensus. A total of 15 studies met the inclusion criteria (total participants N=645), spanning health care disciplines, including nursing, medicine, pharmacy, radiography, and medical first-responder training. The virtual patients varied in design; input modalities included text (9 studies), voice (5 studies), or hybrid (1 study); output was text (9 studies), speech (5 studies), or both (1 study); 6 studies used 3D-embodied avatars, while 9 used nonembodied interfaces. A total of 13 studies used OpenAI GPT models (eg, ChatGPT), 1 used a fine-tuned model from a different provider, and 1 evaluated multiple model families (Claude, GPT, and open-source). Further, 6 studies used controlled experimental designs, including 3 randomized controlled trials (RCTs); the remainder were cross-sectional or prepost evaluations. Primary outcomes included user perceptions (14 studies), communication skills (4 studies), clinical reasoning (3 studies), and performance (7 studies). In controlled comparisons, GenAI-supported virtual patients consistently improved outcomes relative to control conditions: for example, enhanced clinical decision-making (RCT, n=21), ophthalmology history-taking skills (RCT, n=26), and medical history-taking performance (crossover RCT, n=20). The evidence base is characterized by brief intervention durations, a predominant reliance on single-session interactions, and a general lack of underpinning educational theory. No meta-analysis was performed due to the limited number of studies and significant heterogeneity in designs, interventions, and outcome measures. The evidence supports the feasibility and acceptability of GenAI-supported virtual patients, with positive learner perceptions and promising outcomes for skills development. However, critical limitations remain in emotional-behavioral complexity, simulation adaptability, and research design rigor (eg, limited use of control groups and validated instruments). The review offers educators, instructional designers, and policymakers actionable insights for integrating dynamic, artificial intelligence-driven simulations while identifying crucial gaps-such as the need for theoretical grounding, longitudinal studies, and standardized design protocols-that must be addressed for safe and effective implementation.
42083027	10.1186/s12909-026-09219-2	2026	2026 May 04	Utilizing generative artificial intelligence to create simulated patient for history taking in gynecology.	BMC medical education	Gao L; Zhang L; Zhang Y; Wu M; Xu J; Lu D	This study aimed to evaluate the effectiveness of a generative artificial intelligence based simulated patient model in improving gynecological history-taking skills among medical students, compared with traditional clinical teaching methods. A prospective randomized controlled trial was conducted involving 40 fourth-year medical students during their gynecology clerkship. Students were randomly assigned to either an AI group (n = 20) or a control group (n = 20). Both groups received identical theoretical instruction on history taking. The control group practiced interviews with instructor-led standardized patients, while the AI group conducted simulated interviews with a large language model configured to behave as a real patient using predefined gynecological cases. Outcomes were assessed using a gynecological history-taking content checklist, Objective Structured Clinical Examination (OSCE) Score, and the Mini-Clinical Evaluation Exercise (Mini-CEX). Statistical analyses were performed using t-tests, chi-square tests, or Mann-Whitney U tests. Baseline characteristics did not differ significantly between the two groups. Students in the AI group achieved a significantly higher history-taking checklist completion rate than those in the control group and missed fewer key history items. The AI group achieved significantly higher total OSCE scores compared to the control group. Mini-CEX results showed that the AI group performed significantly better in medical interviewing skills and organization/efficiency. No significant differences were observed in professionalism, clinical judgment, counseling skills, or overall clinical competence. The use of a generative AI-simulated patient significantly enhanced the information completeness and organizational quality of gynecological history taking among medical students. AI-based simulation appears to be an effective and scalable adjunct to traditional standardized patients, offering educational benefits for reinforcing systematic clinical inquiry. However, these findings are preliminary as a single-center study with a limited sample size. Further large-scale, multi-center research is required to confirm the generalizability of these results across diverse educational settings.
40692414	10.1111/iej.14277	2026	2026 Jun	Endodontic diagnostics training in undergraduate dental education: An observational pilot study on AI-driven virtual patient e-learning.	International endodontic journal	Prinz M; Schäfer E; Bürklein S; Donnermeyer D	To develop and evaluate an e-learning tool utilizing a generative pre-trained transformer (GPT), a form of artificial intelligence (AI), to allow for realistic conversation on virtual patients when undergoing training on how to diagnose diseases of endodontic origin, and to evaluate improvements in self-perceived skills. A web app consisting of three components [website for user access, database server with patient case information, GPT-4-turbo model (OpenAI)] was designed to serve as the e-learning platform. Undergraduate students from 4th and 5th year at the dental school of the University of Münster, Germany, were asked to solve eight cases of virtual patients presenting with pain from endodontic or periodontal origin. Before, a questionnaire applying a 5-point Likert scale served to evaluate the current self-perceived state regarding the education, experience and skills in endodontic diagnostics and emergency treatment. After a 3-month timeframe of working with the programme individually, the students were asked to answer a second questionnaire which focused on their experience and self-perceived skills improvement after using the training software. Ninety-two students participated in the first questionnaire and 72 students finished the second questionnaire, resulting in a drop-out rate of 21.7%. Students in the 5th-year reported more experience in dealing with emergency patients. Initially, both cohorts mainly did not feel confident to perform endodontic diagnostics independently. The evaluation of confidence to perform endodontic diagnostics independently, both by 4th- and 5th-year students, seemed improved after the training on the e-learning tool. The tool was recommended to be available for endodontic education by 72.2% of the students, who strongly agreed to such a statement. 76.4% of the participants strongly agreed to recommend the use of the tool to other students. AI-based interactive e-learning programmes allowing for complex conversational patient encounters present a possibility to improve diagnostic and interactive skills of undergraduate students.
42326139	10.7759/cureus.109161	2026	2026 May	Robustness of a Large Language Model (LLM)-Based Virtual Patient for Japanese History-Taking Training Under Direct and Indirect Instructional Contamination.	Cureus	Harada Y	Large language model (LLM)-based virtual patients are increasingly used to scale history-taking practice in undergraduate and postgraduate medical education. For clinical simulation, reliability requires not only avoidance of harmful content but also role-consistent case fidelity, dialogue continuity, and adherence to constraints on what the simulated patient should disclose. We evaluated these dimensions as an operational robustness benchmark, not as evidence of deployment readiness. We systematically stress-tested a Japanese LLM-based virtual patient under six robustness conditions: clean inputs, noise, direct contamination, direct contamination with defense, indirect contamination, and indirect contamination with defense. Case fidelity was measured using the slot-level F1 score, a 0-to-1 measure combining precision and recall for expected case-history elements, excluding the opening greeting turn. Information coverage was measured using turn-target hit rate, defined as the fraction of prespecified target slots elicited at the intended interview turns. Proxy constraint-adherence outcomes included refusal, clarification, forbidden information leakage, contradiction, and role drift. Under clean inputs, case fidelity was high (0.947; 95% confidence interval (CI), 0.940-0.955), and turn-target hit rate was 0.946 (95% CI, 0.932-0.959). Noise preserved overall case fidelity (0.941; 95% CI, 0.934-0.949) but reduced turn-target hit rate (0.823; 95% CI, 0.806-0.841). Direct contamination caused severe degradation in fidelity (0.098; 95% CI, 0.052-0.144) and turn-target hit rate (0.077; 95% CI, 0.034-0.119). With preprocessing defense, performance returned to near-clean levels (fidelity, 0.945; 95% CI, 0.938-0.952; hit rate, 0.942; 95% CI, 0.930-0.955). Indirect contamination showed near-clean fidelity (0.946; 95% CI, 0.938-0.954) and hit rate (0.952; 95% CI, 0.940-0.965), with minimal additional benefit from defense. Refusal and clarification rates were 0 across all conditions, and role drift events were not observed. However, forbidden information leakage occurred at approximately 0.60 events per episode under the clean condition (0.600; 95% CI, 0.502-0.698), indicating incomplete constraint adherence despite high case fidelity. In this controlled sequential virtual patient benchmark, direct prompt contamination was the dominant failure mode in terms of case fidelity and information coverage, while noise primarily reduced target-slot acquisition. A simple preprocessing defense mitigated direct-contamination effects on fidelity and information coverage, but persistent forbidden-information leakage indicates that additional safeguards and external validation are required before claims of safe clinical or educational deployment can be made.
42322107	10.1002/jac5.70238	2026	2026 Jul	Utilization of Artificial Intelligence as Simulated Patients to Enhance Student Interviewing Skills in the Pharmacy Curriculum Across Multiple Programs.	Journal of the American College of Clinical Pharmacy : JACCP	Walter JM; Volino L; Knockel L; Kleppinger EL; Parrish J; Stafford R	Traditional methods to practice patient interviewing skills for student pharmacists include the use of actors and role-playing. While effective, they can be difficult to manage with large class sizes, cost, and time to train. Artificial intelligence (AI) and large language models (LLMs) are readily accessible to offer students a scalable solution to practice collecting information from a controlled, dynamic simulated patient (SP). Five programs collaborated to create multiple educational activities that utilized AI as an SP for student pharmacists to practice their patient interviewing skills. Each activity included patient cases focused on self-care related topics. Student participants ranged from professional year one to three (P1-P3). A voluntary, anonymous survey was developed to assess baseline demographics and student perceptions of the activities. Out of 602 students across the five programs, 304 (50.5%) voluntarily completed the survey. Most students were born in Generation Z (1997-2012), identified as white/Caucasian, and had previously used AI. The majority of the students used the written feature to complete the activity. Overall, students reported that the AI activity was easy to use and considered it useful to practice patient interviewing skills. Students from two programs favored the use of the AI activity, while the other three programs favored traditional role-playing with partners. Students stated they missed the real-life human component of practicing with a partner. AI can be utilized as an SP to assist students in practicing their patient interviewing skills with a variety of topics. Students found the LLM easy to use, helped with their interviewing skills, and wanted to see it utilized more in the pharmacy curriculum. Future activities should find ways to incorporate more real-life components.
42450893	10.3390/healthcare14131883	2026	2026 Jun 28	Generative AI-Assisted Simulation Training Is Associated with Higher Post-Intervention Diagnostic Communication Scores Across Type 2 Diabetes, Obesity, and Breast Cancer Scenarios.	Healthcare (Basel, Switzerland)	García-García BM; N'guessan-Sánchez BJ; Romero-Guevara MF; Jarquín-Ramírez J; Aguilar-Marchand NG; Gutiérrez-López MG; Sánchez-Ramón CJ; Castañeda-Ramírez AE	Background: Diagnostic communication influences patient understanding, adherence, and shared decision-making in high-burden cardiometabolic disease and high-stakes oncologic care. However, scalable training models that allow standardized, repeatable practice and competency benchmarking remain limited. This study examined whether undergraduate medical students demonstrated higher diagnostic communication scores after completing a structured generative artificial intelligence (AI)-assisted simulation program across three clinically distinct diagnostic disclosure scenarios. Methods: We conducted a prospective, single-arm, pre-post educational study in undergraduate medical students completing AI-assisted diagnostic communication training across T2DM, obesity, and breast cancer scenarios. Students underwent baseline in-person assessments with standardized human simulated patients, completed 10 asynchronous AI-assisted encounters per scenario using standardized scenario-specific prompts and automated feedback, and then completed post-intervention in-person assessments. Scenario order was randomized. Performance was scored live by two physician raters using an adapted 24-item, eight-domain rubric. Cross-scenario analyses included three-scenario completers (n = 56; scenario-specific paired samples up to n = 77). Without a control group, analyses were interpreted as within-student pre-post associations rather than causal effects. Results: Students demonstrated higher post-test total rubric scores across all scenarios. Mean (SD) within-student changes were +24.26 (25.05) for T2DM, +26.17 (20.67) for obesity, and +36.31 (17.70) for breast cancer. Positive pre-post changes were observed across communication domains, with variation by clinical context. Exploratory analyses suggested limited cross-scenario gain-score associations and heterogeneous response patterns. Conclusions: Generative AI-assisted simulation was associated with higher post-intervention diagnostic communication scores across three diagnostic disclosure scenarios. The single-arm design precludes causal attribution and does not exclude testing effects, rubric familiarization, maturation, or concurrent clinical learning. Controlled studies are needed to determine its comparative educational value.
42284570	10.2196/88092	2026	2026 Jun 12	Training Empathetic Communication Skills in Medical Students With a Role-Prompted GPT-4o Chatbot: Quasi-Experimental Intervention Study.	JMIR medical education	Müller Y; Lemberg H; Gellert P; Zoellick JC	There is growing concern that artificial intelligence (AI) may diminish the quality of human relationships. However, in a context of widespread social importance (empathetic conversations between doctors and patients), AI can actually improve human conversational skills, potentially enhancing professional relationships. Recent advances in AI allow for realistically role-prompted counterparts for practicing professional conversations, enabling relational learning without the need for human counterparts. This study aimed to show the effectiveness of AI chatbots for learning professional communicative skills in medical education. Specifically, we hypothesized that a single conversation with an AI chatbot improves communication skills in medical students across 4 different conversational competencies. We conducted a quasi-experimental intervention study involving 4 distinct role-prompted scenarios (ie, shared decision-making, motivational interviewing, sexually transmitted diseases, and breaking bad news)-each designed to elicit in-depth empathic conversational skills aligned with key learning objectives in medical curricula. Students rated their competence for the 4 scenarios before and after a conversation with GPT-4o (OpenAI) using default settings, without fine-tuning. We expected higher perceived communication competence (PCC) in their conversation topic after the interaction compared with before the interaction in a 2-sided paired t test. Participants received AI-generated feedback, which they rated regarding adequacy. Post hoc analyses addressed gender and case effects, feedback adequacy, and prevalues in PCC. This study shows that a role-prompted GPT chatbot improves PCC in 162 medical students after a single conversation with mean of 13 (SD 4.8; 95% CI 12-14) prompt-response pairs. We found an increase in PCC with a mean difference of 0.94 (SD 1.64; 95% CI 0.69-1.20; Cohen d=0.58) from 5.89 (95% CI 5.55-6.23; scale 0-10) before the conversation to 6.83 (95% CI 6.55-7.12) after the conversation across 4 different patient role prompts. Furthermore, we found participants rating AI feedback of their conversation to be useful (mean 7.92, SD 1.61; 95% CI 7.67-8.17; scale 0-10), but feedback adequacy did not correspond to PCC increase (r=0.08; P=.32). Our results demonstrate how role-prompted GPT increases self-assessed communication competencies, introducing a novel tool for teaching relational learning. Our results present a starting point for using AI in education, particularly teaching communication in professional roles. On the basis of our findings in medical education, we anticipate further studies to investigate conversational training between lawyers and clients, marketers and customers, or managers and employees. Our research thus has implications for any field with a need for conversational training and relational learning.
41791854	10.1136/archdischild-2025-329846	2026	2026 Jun 22	AI-simulated clinical consultations: Assessing the potential of ChatGPT to support medical training.	Archives of disease in childhood	Saggar A; Dimitrova V; Sarikaya D; Hogg D; Darling JC	Simulated medical scenarios are useful for evaluating and developing clinical competencies but scheduling them is expensive and time-consuming. Large language models show promise in role-playing tasks. We investigated the fidelity with which ChatGPT can mimic patients, clinicians and examiners in educational settings. To determine the realism with which ChatGPT can portray patient, doctor and examiner roles, and the utility of these agents in clinical education. We selected four paediatric scenarios from mock objective structured clinical examinations (OSCEs) and set up separate patient, doctor and examiner ChatGPT agents for each. The patient and doctor agents conversed with each other in written format. The examiner agent marked the doctor agent based on this conversation. Patients and clinicians familiar with the OSCE assessed the dialogues. The patient agent was judged to be true to character most of the time and good at expressing emotion. The doctor agent was reported to be an effective communicator but occasionally used jargon. Both agents tended to produce repetitive responses which undermined realism. The examiner agent had good correlation with human clinicians. There was moderate support for using the simulated interactions for educational purposes. Although the realism of the agents can be improved, ChatGPT can generate plausible proxies of participants in medical scenarios and could be useful for complementing standardised patient-based training.
41982325	10.1227/neuprac.0000000000000217	2026	2026 Jun	A Multi-AI Agent Framework for Interactive Neurosurgical Education and Evaluation: From Vignettes to Virtual Conversations.	Neurosurgery practice	Sangwon KL; Zhang J; Steele R; Stryker J; Choi JJ; Lee JV; Alber DA; Valliani A	Traditional medical board examinations present clinical information in static vignettes with multiple-choices (MC), fundamentally different from how physicians gather and integrate data in practice. Recent advances in large language models (LLMs) offer promising approaches to creating more realistic clinical interactive conversations. However, these approaches are limited in neurosurgery, where patient communication capacity varies significantly and diagnosis heavily relies on objective data such as imaging and neurological examinations. We aimed to develop and evaluate a multi-artificial intelligence (AI) agent conversation framework for neurosurgical case assessment that enables realistic clinical interactions through simulated patients and structured access to objective clinical data. We developed a framework to convert 608 Self-Assessment in Neurological Surgery first-order diagnosis questions into conversation sessions using 3 specialized AI agents: patient AI for subjective information, system AI for objective data, and clinical AI for diagnostic reasoning. We evaluated generative pretrained transformer 4o's (GPT-4o's) diagnostic accuracy across traditional vignettes, patient-only conversations, and patient + system AI interactions, with human benchmark testing from 10 neurosurgery residents. GPT-4o showed significant performance drops from traditional vignettes to conversational formats in both MC (89.0%-60.9%, P < .0001) and free-response scenarios (78.4%-30.3%, P < .0001). Adding access to objective data through system AI improved performance (to 67.4%, P = .0015; and 61.8%, P < .0001, respectively). Questions requiring image interpretation showed similar patterns but lower accuracy. Residents outperformed GPT-4o in free-response conversations (70.0% vs 28.3%, P = .0030) using fewer interactions and reported high educational value of the interactive format. This multi-AI agent framework provides both a more challenging evaluation method for LLMs and an engaging educational tool for neurosurgical training. The significant performance drops in conversational formats suggest that traditional MC testing may overestimate LLMs' clinical reasoning capabilities, while the framework's interactive nature offers promising applications for enhancing medical education.
42200070	10.3389/fmed.2026.1825465	2026	2026	Virtual patients and standardized patients combined training is associated with improved clinical reasoning among medical students.	Frontiers in medicine	Shen T; Zhang R; Wang H; Li D; Han J	To develop an artificial intelligence (AI)-driven virtual standardized patients (VSPs) system, and to evaluate its educational effectiveness when combined with traditional standardized patients (SPs) training. Leveraging natural language processing and a Chinese large language model, we built an AI-powered VSPs application. A total of 80 medical students at Peking University Third Hospital were randomized into two groups: experimental (n = 40, VSPs and SPs combined training) and control (n = 40, traditional SPs training). The 4-week intervention included assessments on clinical reasoning, core competencies, OSCE performance, and learning experience. The experimental group showed greater improvement than the control group in clinical reasoning scores (1.3 ± 0.7 vs. 0.3 ± 0.5, 95% CI: 0.73-1.27, P < 0.01), core competencies total scores (9.9 ± 4.1 vs. 3.8 ± 2.7, 95% CI: 4.56-7.64, P < 0.01), and OSCE performance (11.9 ± 5.2 vs. 3.2 ± 5.0, 95% CI: 6.43-10.97, P < 0.01). The improvements were observed in communication, patient care, and internal medicine knowledge. Learner-reported satisfaction was higher (4.6 ± 0.5 vs. 3.2 ± 0.8, 95% CI: 1.10-1.70, P < 0.01). Subgroup analysis revealed greater benefits for students with lower baseline scores. Combined VSPs and SPs training showed better performance than the SPs-only approach used in this study.
42175339	10.3233/SHTI260671	2026	2026 May 21	Overcoming the Limitations of Standardized Patients Through Dynamic CPX Scenario Automation and Multimodal Clinical Representation.	Studies in health technology and informatics	Seo S; Kim A; Oh Y	This study addresses the limitations of Standardized Patients (SPs) in Traditional Korean Medicine (TKM) by developing an AI-driven CPX platform. By integrating Large Language Models (LLMs) with Retrieval-Augmented Generation (RAG) and multimodal clinical cues, the system automates scenario generation and provides quantitative feedback. Expert validation (N=10) demonstrated high validity with an overall mean score of 4.61/5.0 (SD=0.52) and a Scale-level Content Validity Index (S-CVI/Ave) of 0.98, confirming its effectiveness for clinical training.
42121148	10.1186/s12909-026-09307-3	2026	2026 May 12	AI-driven multimodal simulation for psychiatric clinical education: conceptual framework and preliminary validation of the cognitive core.	BMC medical education	Li X; Qiu H; Li X; Teng T; Wang J; Zhong J; Wei K; Shen X	"The global shortage of psychiatrists limits learners' exposure to authentic patient encounters. Simulation can support scalable deliberate practice; however, standard virtual patients may under-represent non-verbal and paralinguistic cues that are central to psychiatric assessment. This study adopted a multiphase approach to (1) quantify baseline training gaps, (2) evaluate the educational impact of a Phase 1 ""AI-Mentor"" prototype (a GPT-4o cognitive core with standard audio-visual features), and (3) identify residual limitations in relational competence to justify future high-fidelity multimodal integration. A multiphase mixed-methods study was conducted at Chongqing Medical University. Phase 1 involved a baseline needs assessment survey (N = 68) of undergraduate psychiatry students. Phase 2 comprised a pilot intervention where a cohort engaged with LLM-driven virtual patients. System usability and technology acceptance were evaluated using the Technology Acceptance Model (TAM) (N = 43). Within this cohort, clinical competence was assessed for a robust paired sub-sample (n = 32) using a pre/post-test interview-focused Mini-Clinical Evaluation Exercise (Mini-CEX) rated by senior psychiatrists. Phase 1 revealed that 88% of students struggled to master non-verbal cues through traditional methods. In Phase 2, the Mini-CEX evaluations (n = 32) demonstrated significant pre-to-posttest improvements in overall performance (mean change: 0.82; P < 0.01; Cohen's d = 0.57) and reasoning-aligned domains, notably clinical judgment/diagnostic formulation (P < 0.01; Cohen d = 0.96). However, improvements in humanistic qualities/rapport were much smaller and not statistically significant (P = 0.256), highlighting a persistent humanistic gap. Despite this, TAM evaluations (N = 43) revealed exceptionally high perceived usefulness (Mean = 4.14/5) and perceived ease of use (Mean = 4.15/5), indicating strong learner acceptance of the cognitive core. The Phase 1 AI-Mentor prototype effectively strengthens diagnostic reasoning and structured interviewing in early psychiatric training. However, the limited improvement in relational competence confirms that standard audio-visual cues are insufficient. This empirical finding establishes the necessity for deeper multimodal perception in subsequent system development."
